names,satisfaction_level,last_evaluation,number_project,average_monthly_hours,exp_in_company,work_accident,left,promotion_last_5years,role,salary
Dominique Alvord,0.64,0.93,5,198,2,0,0,0,technical,high
Tamara Kabrick,0.63,0.9,2,242,3,1,0,0,technical,high
Sheryl Swan,0.87,0.89,4,219,4,0,0,0,technical,high
Holly Smith,0.6,0.55,4,204,3,0,0,0,technical,high
Jose Hibbitt,0.7,0.74,3,157,3,0,0,0,technical,high
Andrew Sim,0.15,0.94,5,244,6,0,0,0,technical,high
Robert Smith,0.45,0.75,3,122,3,0,0,0,support,high
Teresa Quintero,0.43,0.9,5,282,5,0,0,0,support,low
Dennis Berry,0.92,0.46,5,195,5,0,0,0,support,low
David Brosius,0.72,0.81,4,134,2,0,0,0,support,low
Marcus Nunes,0.94,0.84,3,210,2,0,0,0,support,low
Daisy Vallejo,0.74,0.52,3,170,3,0,0,0,support,low
Don Roller,0.48,0.71,2,140,3,1,0,0,support,low
Matthew Martinez,0.84,0.76,5,215,2,1,0,0,support,low
Lynda Murphy,0.53,0.86,3,150,3,0,0,0,support,low
Thomas Sulik,0.45,0.88,5,268,3,1,0,0,support,medium
Jack Cooper,0.95,0.67,4,270,4,0,0,0,support,medium
Eric Giles,0.95,0.58,3,163,3,0,0,0,technical,medium
Richard Smith,0.7,0.85,3,188,2,0,0,0,technical,medium
Kathleen Chasse,0.19,0.93,3,110,4,0,0,0,technical,medium
Ralph Halsey,0.74,0.91,5,135,3,0,0,0,management,medium
Rachel Lamaster,0.54,0.59,4,228,3,0,0,0,IT,medium
Benjamin Wallace,0.5,0.69,5,172,2,0,0,0,IT,medium
Gail Weathers,0.95,0.72,3,168,5,0,0,0,IT,medium
Guadalupe Coggan,0.69,0.69,5,160,3,0,0,0,IT,medium
John Williams,0.24,0.74,5,282,3,0,0,0,IT,medium
Rex Carreras,0.96,0.7,5,184,2,1,0,0,product_mng,medium
Ramona Kwon,0.61,0.5,4,217,4,1,0,0,product_mng,medium
Annie Arbeiter,0.76,0.53,6,281,3,0,0,0,product_mng,medium
Brooke Gains,0.61,0.64,3,245,2,0,0,0,product_mng,medium
Jim Newson,0.37,0.48,2,285,5,0,0,0,IT,medium
Clara Washington,0.81,0.9,4,165,3,0,0,0,RandD,medium
Jaclyn Otey,0.59,0.9,3,146,3,0,0,0,RandD,medium
Linda Rhoades,0.73,0.82,3,133,3,0,0,0,RandD,medium
Cathy Cork,0.87,0.57,2,181,6,0,0,0,RandD,medium
Sylvia Crawford,0.67,0.66,6,152,3,0,0,0,RandD,medium
Ericka Fuller,0.96,0.78,2,284,3,0,0,0,RandD,medium
Jennifer Allen,0.98,0.51,3,157,3,0,0,0,marketing,medium
Thomas Rodriguez,0.5,0.58,4,165,2,0,0,0,sales,high
Bradley Lumpkin,0.49,0.71,3,255,2,1,0,0,accounting,low
Luis Mitchell,0.13,0.65,4,194,4,0,0,0,support,medium
Amanda Deloney,0.57,0.68,3,102,6,0,0,0,technical,medium
Freda Wekenborg,0.51,0.94,4,247,2,0,0,0,management,medium
Jacob Edwards,0.99,0.69,3,206,2,0,0,0,marketing,medium
David Roberts,0.8,0.77,3,171,2,0,0,0,marketing,medium
Chelsey Walton,0.56,0.39,5,263,4,0,0,0,marketing,medium
Mark Baudoin,0.96,0.84,4,272,4,1,0,0,sales,medium
Joseph Smith,0.96,0.5,3,158,2,1,0,0,sales,medium
Emily Worden,0.87,0.53,6,216,6,1,0,0,sales,medium
Ann Napier,0.61,0.9,5,113,3,0,0,0,sales,medium
Denise Benward,0.18,0.6,3,140,4,0,0,0,sales,low
Thomas Randall,0.24,0.77,5,178,5,0,0,0,sales,low
Wayne Coop,0.86,0.48,4,153,3,0,0,0,sales,low
John Pike,0.25,0.62,6,271,5,0,0,0,sales,low
Donna Lamb,0.25,0.82,3,269,5,0,0,0,sales,low
Joann Green,0.63,0.55,3,160,3,0,0,0,sales,low
Bertha Payne,0.89,0.68,4,258,2,1,0,0,sales,low
Todd Hobbs,0.87,0.82,4,251,3,0,0,0,sales,high
Allie Rozon,0.87,0.78,3,170,2,0,0,0,sales,low
Teresa Johnson,0.71,0.99,4,238,4,1,0,0,sales,high
Chris Broadwater,0.98,0.87,4,152,2,0,0,0,sales,high
Kimberly Webb,0.16,0.51,3,262,6,0,0,0,sales,low
Sharie Robinson,0.83,0.68,4,273,2,0,0,0,sales,low
James Reynolds,0.65,0.77,3,233,2,0,0,0,sales,high
Stephanie Reynoldson,0.95,0.64,3,262,3,0,0,0,sales,low
Judith Lisk,0.67,0.67,3,183,3,0,0,0,accounting,medium
Jill Wise,0.53,0.88,3,150,3,1,0,0,accounting,high
Arden Shor,0.74,0.94,3,132,3,0,0,0,accounting,medium
Guy Brooks,0.77,0.79,3,200,4,0,0,0,hr,medium
Alfonso Edwards,0.13,0.72,4,148,5,0,0,0,hr,medium
Joseph Goodwin,0.82,0.92,3,187,3,1,0,0,hr,medium
Janet Hammond,0.88,0.65,4,224,2,0,0,0,hr,high
Lorraine Nichols,0.89,0.5,4,147,2,0,0,0,technical,medium
Constance Mann,0.85,0.51,3,153,4,0,0,0,technical,medium
Andrew Topel,0.93,0.87,5,154,2,0,0,0,technical,medium
Kelly Defelice,0.62,0.7,5,270,3,0,0,0,technical,high
Michael Davis,0.58,0.96,3,202,2,0,0,0,technical,medium
James Adams,0.98,0.5,4,264,3,0,0,0,technical,high
Helen Harris,0.52,0.45,2,145,3,0,0,0,technical,low
Andrea Shirey,0.76,0.49,3,138,2,1,0,0,technical,medium
Wayne Rodas,0.73,0.91,3,238,2,0,0,0,technical,medium
William Lamont,0.74,0.64,4,147,5,0,0,0,technical,medium
Flora Broun,0.49,0.48,3,190,2,0,0,0,technical,medium
Mary Cameron,0.91,0.97,4,183,3,0,0,0,support,low
Susan Fontana,0.74,0.92,5,255,3,0,0,0,support,low
Kyle Thomas,0.86,0.82,4,252,4,0,0,0,support,low
Kim Wilcox,0.52,0.47,6,141,5,1,0,0,support,low
Nina Roe,0.95,0.81,3,260,2,0,0,0,support,low
Joanne Perez,0.65,0.98,3,136,3,0,0,0,support,low
James Gayton,0.7,0.56,4,182,2,0,0,0,support,low
Judith Moore,0.14,0.66,6,142,5,0,0,0,support,low
Michael King,0.92,0.53,2,261,4,0,0,0,support,low
Leif Walker,0.54,0.6,3,209,2,0,0,0,support,low
Frieda Owens,0.76,0.95,2,156,4,0,0,0,support,high
Daniel Betcher,0.78,0.66,4,214,2,0,0,0,technical,low
Manuel Davis,0.85,0.86,4,250,3,0,0,0,technical,low
William Kruse,0.78,0.8,4,197,3,1,0,0,technical,low
Kyle Nickson,0.55,0.72,3,149,3,0,0,0,management,low
Carlos Hansen,0.68,0.61,5,271,2,0,0,0,IT,high
Mary Hedgepeth,0.91,0.68,4,187,2,0,0,0,IT,low
Lori Crumpler,0.76,0.56,3,154,2,0,0,0,IT,low
Cathy Sayavong,0.15,0.67,4,264,3,0,0,0,IT,low
Esther Hilbert,0.95,0.6,2,144,3,0,0,0,IT,high
Timothy Sinisi,0.74,0.37,6,200,3,0,0,0,product_mng,low
Richard Carr,0.92,0.56,5,197,2,1,0,0,product_mng,medium
Brian Martinez,0.64,0.89,3,175,3,1,0,0,product_mng,high
William Young,0.96,0.9,3,161,3,0,0,0,product_mng,medium
Maria Ventura,0.21,0.72,3,245,6,0,0,0,IT,high
Ernest Mckown,0.85,0.67,3,167,4,0,0,0,RandD,medium
Richard Wittwer,0.52,0.86,5,168,3,0,0,0,RandD,medium
Gregory Austin,0.54,0.81,5,261,6,0,0,0,RandD,medium
Steven Flanigan,0.56,0.81,5,274,4,0,0,0,RandD,medium
Timothy Parrish,0.59,0.79,4,181,3,0,0,0,RandD,medium
Mary Lawson,0.88,0.58,5,266,3,1,0,0,marketing,medium
Albert Dietz,0.7,0.84,4,184,3,0,0,0,sales,medium
Devin Fleming,0.95,0.58,3,193,2,0,0,0,accounting,medium
Hannah Niess,0.83,0.88,3,217,2,1,0,0,support,high
Hazel Nickerson,0.76,0.62,4,197,3,0,0,0,technical,low
Andrea Weston,0.82,0.92,5,252,3,0,0,0,management,medium
Belinda Wark,0.55,0.97,4,136,3,0,0,0,marketing,medium
Heather White,0.89,0.55,5,194,4,0,0,0,marketing,medium
Dianna Russell,0.66,0.94,4,190,3,0,0,0,marketing,medium
Jim Samber,0.41,0.61,3,185,2,1,0,0,sales,medium
Walter Bang,0.83,0.77,3,232,2,1,0,0,sales,medium
George Vasquez,0.88,0.72,3,200,2,1,0,0,sales,medium
Jodi Guthrie,0.56,0.66,5,155,2,0,0,0,sales,medium
Beatris Whitton,0.53,0.72,3,228,3,0,0,0,sales,medium
Donna Spence,0.8,0.41,3,188,4,0,0,0,sales,high
Nancy Todd,0.95,0.78,4,245,3,0,0,0,sales,low
Frederick Soloveichik,0.9,0.88,4,205,2,0,0,0,sales,low
Robert Tunstall,0.5,0.97,4,269,3,0,0,0,sales,low
Theresa Krefft,0.4,0.59,3,207,6,0,0,0,sales,high
Stephen Edwards,0.52,0.85,3,250,4,0,0,0,sales,low
Paula Kessinger,0.51,0.5,5,251,3,1,0,0,sales,low
Scott Horiuchi,0.84,0.62,5,217,3,0,0,0,sales,low
Sharon Layne,0.78,0.98,5,252,3,0,0,0,sales,high
Anna Curtice,0.91,0.71,2,159,3,1,0,0,sales,low
Megan Butler,0.59,0.71,5,169,2,0,0,0,sales,low
Andrew Albrekht,0.69,0.97,5,105,4,0,0,0,sales,low
John Cisneros,0.87,0.93,4,268,2,0,0,0,sales,low
Laurence Perales,0.66,1,5,145,2,0,0,0,sales,low
Grace Little,0.5,0.54,4,165,3,0,0,0,accounting,low
Jason Klein,0.95,0.75,3,253,4,0,0,0,accounting,low
Esther Ratchford,0.77,0.64,3,254,3,0,0,0,accounting,medium
Michael Wilson,0.66,0.5,3,218,2,0,0,0,hr,medium
Dorothy Odonnell,0.61,0.98,3,138,5,1,0,0,hr,medium
Guy Gaynor,0.7,0.87,5,239,3,0,0,0,hr,medium
Frank Sanchez,0.89,0.71,5,182,2,1,0,0,hr,medium
Claudia Flores,0.6,0.78,4,152,3,1,0,0,technical,medium
Nora Hollis,0.62,0.51,3,222,3,1,0,0,technical,medium
Donald Fisher,0.59,0.9,2,219,2,1,0,0,technical,medium
Noe Merritt,0.69,0.59,4,266,4,0,0,0,technical,medium
James Roberts,0.36,0.94,3,113,5,1,0,0,technical,medium
Eric Brown,0.59,0.93,4,146,3,0,0,0,technical,medium
Ethel Pixler,0.5,0.51,5,238,4,0,0,0,technical,medium
Florence Allums,0.53,0.99,3,188,3,0,0,0,technical,high
Sonya Dawson,0.84,0.9,4,237,2,0,0,0,technical,low
Betty Ruth,0.51,0.95,4,201,3,0,0,0,technical,medium
King Martin,0.53,0.56,5,188,3,0,0,0,technical,medium
Debra Johnson,0.98,0.63,3,137,3,0,0,0,support,medium
Stephanie Stegall,0.95,0.81,4,263,3,0,0,0,support,medium
Leroy Nieves,0.13,0.76,5,217,3,0,0,0,support,low
Rose Rash,0.5,0.64,4,213,4,0,0,0,support,low
Craig Buckner,0.93,0.76,3,244,3,0,0,0,support,low
Mario Landreth,0.5,0.87,3,252,2,0,0,0,support,low
Timothy Cruz,0.66,0.84,4,168,2,0,0,0,support,low
James Puleo,0.89,0.79,4,212,3,0,0,0,support,low
Lorenzo Behring,0.46,0.43,4,258,3,0,0,0,support,low
Edward Uhl,0.67,0.6,4,210,3,0,0,0,support,low
Tara Higgins,0.96,0.9,4,246,3,0,0,0,support,low
Rosa Hancock,0.98,0.76,4,221,3,1,0,0,technical,low
James Romanick,0.67,0.57,5,215,4,0,0,0,technical,low
Jeff Padilla,0.72,0.72,4,175,4,0,0,0,technical,low
Rhonda Patterson,0.65,0.49,5,221,2,0,0,0,management,low
Kasey Hurd,0.72,0.67,5,219,3,0,0,0,IT,low
Robert Chambers,0.78,0.58,3,154,3,0,0,0,IT,low
Paul Rogers,0.93,0.56,3,266,2,0,0,0,IT,low
Carl Gendreau,0.73,0.85,5,224,4,0,0,0,IT,low
Erik Carson,0.2,0.57,4,269,5,1,0,0,IT,low
Rachel Harmon,0.47,0.5,4,159,2,0,0,0,product_mng,low
Maureen Vanarsdale,0.56,0.62,4,247,3,0,0,0,product_mng,low
Michael Martin,0.72,0.86,4,137,2,0,0,0,product_mng,low
Gracie Sherrod,0.91,0.56,4,251,4,0,0,0,product_mng,medium
Ronald Irwin,0.79,0.49,5,210,3,0,0,0,IT,medium
Jason Sliger,0.53,0.75,2,123,4,0,0,0,RandD,medium
Donna Wiederwax,0.14,0.51,4,253,6,0,0,0,RandD,medium
Karol Carson,0.78,0.92,5,242,4,0,0,0,RandD,medium
Alicia Jones,0.52,0.74,3,238,3,0,0,0,RandD,medium
Edward Stratton,0.94,0.68,5,151,2,0,0,0,RandD,medium
Dorothy Mclean,0.83,0.8,4,158,4,0,0,0,marketing,medium
Deborah Richardson,0.44,0.68,2,120,2,0,0,0,marketing,medium
Amy Dathe,0.72,0.74,3,187,2,0,0,0,sales,medium
Rhonda Fish,0.84,0.58,3,140,3,0,0,0,accounting,medium
Bettye Grissom,0.76,0.99,3,164,2,0,0,0,support,medium
Elsie Pederson,0.92,0.94,5,253,2,0,0,0,technical,high
Ronnie Hickey,0.58,0.93,5,235,2,0,0,0,management,low
Brian Welch,0.85,0.81,4,189,4,0,0,0,marketing,medium
David Mueller,0.74,0.51,4,246,3,1,0,0,marketing,medium
Christie Reilly,0.74,0.87,4,258,2,0,0,0,marketing,medium
Dorothy Knecht,0.72,0.8,3,158,3,0,0,0,sales,medium
Doreen Treloar,0.76,0.98,4,173,3,1,0,0,sales,low
Clarence Deloria,0.85,0.72,3,201,3,0,0,0,sales,low
Kiara Hamm,0.82,0.49,5,185,3,0,0,0,sales,low
Tom Kennedy,0.6,0.93,5,270,3,1,0,0,sales,low
Mae Brooks,0.39,0.64,3,152,2,0,0,0,sales,low
Maria Bettencourt,0.83,0.53,3,211,4,1,0,0,sales,low
Jessie Fletcher,0.7,0.92,3,162,3,1,0,0,sales,low
Dessie Knutson,0.84,0.97,4,253,2,1,0,0,sales,low
James Graham,0.9,0.77,4,236,3,0,0,0,sales,low
James Stotesbury,0.18,0.84,4,231,5,0,0,0,sales,low
Patricia Strunk,0.52,0.71,2,231,2,0,0,0,sales,low
Petrina Morris,0.87,0.51,4,233,3,0,0,0,sales,low
Amanda Johnson,0.6,0.79,5,217,2,0,0,0,sales,low
Howard Rathbun,0.72,0.93,4,174,2,0,0,0,sales,low
John Daly,0.48,0.64,4,227,3,0,0,0,sales,low
Carolyn Haddox,0.75,0.53,3,222,2,0,0,0,sales,low
Alejandro Palumbo,0.85,0.55,2,207,6,0,0,0,sales,low
Andrew Arteaga,0.39,0.41,6,115,3,0,0,0,sales,low
Daniel Luedeman,0.61,0.68,3,254,2,0,0,0,accounting,low
Keith Smith,0.6,0.61,4,170,3,0,0,0,accounting,low
Crystal Rodriguez,0.57,0.64,2,206,3,0,0,0,accounting,low
Gary Ek,0.19,0.68,5,149,3,0,0,0,hr,medium
Ramiro Harber,0.48,0.77,3,197,3,0,0,0,hr,medium
Pauline Galvin,0.69,0.75,4,261,3,0,0,0,hr,medium
Russell Roeske,0.7,0.55,4,256,4,0,0,0,hr,medium
Tracy Jones,0.65,0.92,3,219,3,0,0,0,technical,medium
Kevin Sweet,0.81,0.96,4,143,3,1,0,0,technical,medium
Kathy Sevilla,0.85,0.95,4,171,3,0,0,0,technical,medium
Fern Greenwood,0.93,0.76,4,207,2,0,0,0,technical,medium
Ross Beamon,0.72,0.94,4,235,3,0,0,0,technical,medium
James Prevost,0.49,0.55,2,173,3,0,0,0,technical,medium
Philip Costa,0.94,0.47,5,131,6,0,0,0,technical,medium
William Catapano,0.81,0.84,4,143,2,0,0,0,technical,medium
Alfred Goe,0.92,0.78,5,193,4,0,0,0,technical,high
Roland Vuong,0.97,0.82,3,135,2,0,0,0,technical,low
Daniel Carr,0.98,0.61,4,265,2,1,0,0,technical,medium
Carolyn Richards,0.44,0.45,3,133,2,1,0,0,support,medium
Wendy Cohen,0.72,0.87,4,184,4,0,0,0,support,medium
Thomas Jensen,0.8,0.73,5,135,3,0,0,0,support,medium
Conrad Carella,0.6,0.72,4,267,4,0,0,0,support,low
Marjorie Dettman,0.89,0.65,4,184,3,0,0,0,support,low
Christine Burnette,0.69,0.57,5,227,2,0,0,0,support,low
Inocencia Joe,0.54,0.81,4,257,2,0,0,0,support,low
Kathryn Whittingham,0.97,0.75,5,235,3,1,0,0,support,low
Ernest Lawrence,0.37,0.4,4,161,2,0,0,0,support,low
Jeffery Gully,0.73,0.52,4,215,3,0,0,0,support,low
Jerry Pease,0.57,0.69,4,146,3,0,0,0,support,low
Leon Moody,0.86,0.66,4,191,2,0,0,0,technical,low
Timothy Gilliam,0.83,0.85,4,261,3,0,0,0,technical,low
Gale Gipson,0.19,0.52,5,200,5,0,0,0,technical,low
James Skinner,0.55,0.93,4,239,4,0,0,0,management,low
Joel Fuller,0.6,0.65,4,160,2,0,0,0,IT,low
Joseph Miller,0.62,0.71,3,177,3,1,0,0,IT,low
Lindsey Robin,0.65,0.55,5,215,2,0,0,0,IT,low
Antwan Troutman,0.4,0.48,4,97,2,0,0,0,IT,low
Salvador Jones,0.82,0.78,5,231,2,1,0,0,IT,low
Renee Zajc,0.75,0.69,2,257,2,1,0,0,product_mng,low
Robert Canez,0.83,0.53,3,232,3,1,0,0,product_mng,low
Jodi Mayer,0.77,0.78,4,212,3,0,0,0,product_mng,low
Christopher Morris,0.59,0.98,4,198,3,0,0,0,product_mng,low
Margarita Robinson,0.8,0.79,5,240,4,0,0,0,IT,medium
Megan Cuesta,0.84,0.55,3,242,3,0,0,0,RandD,medium
Benjamin Keomuangtai,0.88,0.71,4,250,3,0,0,0,RandD,medium
Lawrence Rollins,0.37,0.9,3,229,6,0,0,0,RandD,medium
Elaine Mcdavid,0.88,0.66,4,133,2,0,0,0,RandD,medium
Bill Olufson,0.69,0.85,3,200,2,0,0,0,RandD,medium
Robert Thompson,0.54,0.49,2,155,2,1,0,0,marketing,medium
Seth Clark,0.76,0.57,5,139,4,0,0,0,sales,medium
Ida Jaillet,0.51,0.58,4,272,3,0,0,0,accounting,medium
Colby Vinson,0.16,0.52,3,100,4,0,0,0,support,medium
Barbara Allen,0.65,0.6,5,160,3,0,0,0,technical,medium
Todd Frey,0.54,0.81,5,195,4,0,0,0,management,medium
Ben Zeller,0.66,0.68,4,152,3,0,0,0,marketing,high
Thomas Meza,0.95,0.65,5,182,3,0,0,0,marketing,low
Robert Hudock,0.83,0.57,3,137,2,0,0,0,marketing,medium
Anthony Vinson,0.98,0.84,4,182,3,0,0,0,sales,medium
Russell Larios,0.72,0.72,3,217,2,0,0,0,sales,medium
David Zych,0.71,0.62,4,192,4,0,0,0,sales,medium
Tiffany Sanchez,0.36,0.65,3,116,2,1,0,0,sales,low
Jeffery Wolf,0.55,0.65,4,170,4,0,0,0,sales,low
Jerry Fromm,0.64,0.52,3,223,3,0,0,0,sales,low
Byron Llewellyn,0.62,0.57,3,174,2,0,0,0,sales,low
Leland White,1,0.95,3,193,6,0,0,0,sales,low
Michael Barba,0.91,0.91,6,167,2,1,0,0,sales,low
Mary Legrand,0.81,0.67,4,225,3,0,0,0,sales,low
Frances Parker,0.71,0.92,4,248,3,1,0,0,sales,low
Lucy Phillips,0.97,0.74,3,104,5,0,0,0,sales,low
Jose Stewart,0.75,0.86,6,148,4,0,0,0,sales,low
Inez Floyd,0.68,1,3,148,4,1,0,0,sales,low
Monique Gilson,0.87,0.68,5,187,3,0,0,0,sales,low
Franklin Hill,0.96,0.57,3,151,2,0,0,0,sales,low
Curtis Eurich,0.41,0.86,6,215,5,0,0,0,sales,low
Horace Medina,0.81,0.61,4,142,4,0,0,0,sales,low
Yvonne Santos,0.68,1,6,258,5,0,0,0,sales,low
Demarcus Perry,0.63,0.56,4,228,3,0,0,0,accounting,low
Jessica Ingber,0.6,0.84,2,221,3,0,0,0,accounting,low
Adela Torres,0.66,0.97,3,263,3,0,0,0,accounting,medium
Timothy Trottier,0.69,0.82,4,273,4,0,0,0,hr,medium
Mary Belk,0.23,0.37,3,247,4,0,0,0,hr,medium
Michael Scott,0.52,0.63,3,225,3,0,0,0,hr,medium
John Fishback,0.65,0.86,4,269,2,1,0,0,hr,medium
Carolyn Broderick,0.78,0.4,6,174,3,0,0,0,technical,medium
Alexia Gillham,0.6,0.65,5,201,2,0,0,0,technical,medium
Johnny Bossey,0.9,0.62,3,254,3,0,0,0,technical,medium
Betty Benedict,0.59,0.95,5,254,2,0,0,0,technical,medium
James Brown,0.89,0.78,3,185,2,1,0,0,technical,medium
Angel Crim,0.96,0.85,4,200,4,0,0,0,technical,medium
Justin Garbe,0.68,0.76,3,190,3,1,0,0,technical,medium
Michael Balmes,0.52,0.72,2,160,2,0,0,0,technical,high
James Pflug,0.68,0.94,3,264,2,0,0,0,technical,low
Harold Lancon,0.6,0.59,3,172,3,0,0,0,technical,medium
Margie Bates,0.28,0.83,5,279,4,0,0,0,technical,medium
Melissa Stewart,0.98,0.54,5,260,3,0,0,0,support,medium
Robert Morgan,0.67,0.52,4,262,2,0,0,0,support,medium
Joan Storms,0.86,0.6,5,134,2,1,0,0,support,low
Jose Falconi,0.83,0.9,3,195,3,0,0,0,support,low
Cindy Denton,0.79,0.86,3,139,3,0,0,0,support,low
Mary Hildebrandt,0.54,0.86,4,205,5,0,0,0,support,low
Harold Redding,0.51,0.86,5,212,2,0,0,0,support,low
Anna Erickson,0.75,0.65,4,148,2,0,0,0,support,low
Patricia Hewett,0.51,0.67,4,228,3,0,0,0,support,low
Mary Radune,0.73,0.74,5,230,3,0,0,0,support,low
Clayton Cooper,0.17,0.4,4,286,3,0,0,0,support,low
Annmarie Albanese,0.88,0.59,4,142,3,0,0,0,technical,low
Doris Dyas,0.76,0.79,3,161,3,0,0,0,technical,low
Richard Anderson,0.29,0.77,3,152,3,1,0,0,technical,low
John Rochat,0.62,0.97,4,266,3,0,0,0,management,low
Lawrence Gullion,0.5,0.85,2,143,3,0,0,0,IT,low
Maria Salls,0.16,0.65,5,165,3,0,0,0,IT,low
Johanna Madrid,0.18,0.99,4,204,6,0,0,0,IT,low
Joshua Erdmann,0.86,0.68,4,170,2,0,0,0,IT,low
Ruth Barber,0.68,0.52,5,203,3,0,0,0,IT,low
Eula Simpkins,0.68,0.85,3,199,3,0,0,0,product_mng,low
Shannon Cunningham,0.89,0.78,4,223,3,0,0,0,product_mng,low
Joyce Willis,0.86,0.88,4,220,2,0,0,0,product_mng,low
Fred Padilla,0.43,0.41,4,190,3,0,0,0,product_mng,medium
Mary Perkins,0.85,0.58,4,143,6,1,0,0,IT,medium
Edward Rodriguez,0.94,0.8,5,111,4,0,0,1,RandD,medium
Josephine Hiestand,0.58,0.71,4,145,3,1,0,1,RandD,medium
Mae Howe,0.43,0.6,3,138,3,0,0,1,RandD,medium
Roger Jones,0.72,0.49,3,203,3,0,0,1,RandD,medium
Thomas Johnson,0.95,0.96,5,175,3,1,0,1,RandD,medium
Jimmie Dawkins,0.35,0.67,3,119,3,0,0,1,marketing,medium
Bobbie Weintraub,0.77,0.79,3,157,3,0,0,1,sales,medium
Alan Collins,0.74,0.7,5,135,2,0,0,1,accounting,medium
Brian Thompson,0.5,0.6,4,200,2,0,0,1,support,medium
Phil Houston,0.87,0.56,4,121,2,0,0,1,technical,medium
Edward Mosquera,0.55,0.48,3,162,3,0,0,1,management,high
Kaci Ridenour,0.8,0.65,3,135,3,0,0,1,marketing,low
Donald Harbach,0.49,0.52,4,183,2,0,0,1,marketing,medium
Renata Gracia,0.54,0.92,4,228,3,0,0,1,marketing,medium
Carmen Barnum,0.21,0.87,4,148,5,0,0,0,sales,medium
Anna Moore,0.77,0.77,3,219,2,0,0,0,sales,medium
Jacqueline Tuck,0.53,0.73,4,147,3,0,0,0,sales,low
Tommie Huff,0.89,0.49,5,165,6,0,0,0,sales,low
Bill Gallagher,0.25,0.59,4,218,3,1,0,0,sales,low
Troy Bartlett,0.53,0.59,3,231,2,0,0,0,sales,low
Elaine Miller,0.44,0.45,2,124,3,0,0,0,sales,low
Luz Wessel,0.7,0.44,2,131,2,0,0,0,sales,low
Numbers Myers,0.54,0.76,3,199,4,0,0,0,sales,low
Ricardo Farris,0.9,0.56,3,220,3,0,0,0,sales,low
Lora Soos,0.69,0.8,5,215,3,0,0,0,sales,low
Elizabeth Rago,0.78,0.59,4,180,3,0,0,0,sales,low
Terry Lighty,0.91,0.49,6,272,6,0,0,0,sales,low
Joe Morello,0.92,0.61,2,228,2,0,0,0,sales,low
Gregory Riehle,0.96,0.88,3,168,2,0,0,0,sales,low
Jeanne Johnson,0.8,0.77,4,205,2,0,0,0,sales,low
Roy Golden,0.52,0.67,3,244,3,0,0,0,sales,low
Arthur Mayfield,0.52,0.97,3,185,2,0,0,0,sales,low
Nathanael Toban,0.93,0.96,5,135,3,1,0,0,sales,low
Krystal Upshaw,0.89,0.9,4,160,2,0,0,0,accounting,low
Robert Anderson,0.83,0.61,4,262,4,0,0,0,accounting,low
Charles Degroot,0.7,0.84,6,225,6,0,0,0,accounting,low
Lynda Moser,0.89,0.74,4,174,2,0,0,0,hr,low
Clair Randall,0.21,0.37,6,266,3,0,0,1,hr,medium
Steven Andersson,0.67,0.78,4,241,4,0,0,1,hr,medium
Ava Bubert,0.73,0.97,3,245,2,0,0,1,hr,medium
Deshawn Fink,0.85,0.51,3,261,4,0,0,1,technical,medium
Michael Stevenson,0.54,0.85,4,157,3,0,0,1,technical,medium
Robyn Hernandez,0.74,0.94,3,286,6,0,0,1,technical,medium
Mark Allen,0.71,0.65,4,263,2,1,0,1,technical,medium
Amanda Bowe,0.76,0.52,2,229,3,0,0,1,technical,medium
Christopher Friday,0.85,0.5,4,159,2,0,0,1,technical,medium
Iola Madison,0.82,0.89,4,196,3,0,0,1,technical,medium
Yolanda Mcbrayer,0.71,0.79,4,133,3,0,0,1,technical,medium
Richard Desousa,0.79,0.65,5,228,3,0,0,1,technical,medium
Luis Desmond,0.86,0.56,4,247,3,0,0,1,technical,high
Andrew Runyon,0.9,0.78,5,215,3,0,0,1,technical,low
Richard Faulds,0.65,0.8,6,233,3,1,0,1,support,medium
Caleb Ford,0.53,0.74,5,237,2,0,0,1,support,medium
Azucena Robbin,0.51,0.91,4,269,5,0,0,1,support,medium
Greg Price,1,0.76,6,246,3,1,0,1,support,medium
Lisa Polk,0.92,0.82,4,168,3,0,0,1,support,low
Kate Berry,1,0.59,3,168,3,0,0,1,support,low
Trina Morgan,0.23,0.67,4,163,5,0,0,1,support,low
Lila Dixon,0.52,0.77,3,142,2,0,0,1,support,low
Henry Carbajal,0.8,0.83,4,183,2,1,0,1,support,low
Christine Turner,0.59,0.72,4,264,3,0,0,0,support,low
Martin Oliver,0.75,0.55,2,184,2,0,0,0,support,low
Lawrence Shea,0.99,0.58,4,138,3,0,0,0,technical,low
Mark Olsen,0.57,0.76,3,195,3,0,0,0,technical,medium
Maria Coy,0.87,0.95,4,251,3,0,0,0,technical,medium
Andrew Manning,0.52,0.47,3,108,5,0,0,0,management,medium
Edward Frankenfield,0.57,0.9,3,144,2,0,0,0,IT,medium
Zena Shaw,0.32,0.77,6,112,4,0,0,0,IT,medium
John Palacios,0.66,0.81,2,201,3,0,0,0,IT,medium
Robert Nucklos,0.53,0.8,4,204,3,0,0,0,IT,medium
James Johnson,0.55,0.62,5,226,3,0,0,0,IT,medium
Matthew Williams,0.66,0.9,3,217,4,0,0,0,product_mng,medium
Barbara Corbeil,0.69,0.92,4,149,2,0,0,0,product_mng,medium
Wendy Lew,0.67,0.99,5,237,3,0,0,0,product_mng,medium
